"label","new_genomes/Aameric_YS121.v1.cds.fasta","new_genomes/Abit_YS124.v1.cds.fasta","new_genomes/Cang_YS89.v1.cds.fasta","new_genomes/Ccajan.v1.cds.fasta","new_genomes/Ccin_YS129.v1.cds.fasta","new_genomes/Cens_YS85.v1.cds.fasta","new_genomes/Cmolle_YS235.v1.cds.fasta","new_genomes/Cmuc_YS125.v1.cds.fasta","new_genomes/Cros_YS43.v1.cds.fasta","new_genomes/Ctet_YS88.v1.cds.fasta","new_genomes/Duni_YS76.v1.cds.fasta","new_genomes/Eind_YS44.hap1.v1.cds.fasta","new_genomes/GmaxWm82ISU_01_724_v2.1.cds_primaryTranscriptOnly.fa","new_genomes/Gstr_YS140.v1.cds.fasta","new_genomes/HpodTM013.v1.cds.fasta","new_genomes/Isuf_YS112.v1.cds.fasta","new_genomes/Itin_YS146.v1.cds.fasta","new_genomes/Lcun_YS151.v1.cds.fasta","new_genomes/Lpur_YS149.v1.cds.fasta","new_genomes/Matro_YS75.v1.cds.fasta","new_genomes/Maxil_YS73.v1.cds.fasta","new_genomes/Mlat_YS84.v1.cds.fasta","new_genomes/Mpru_YS155.v1.cds.fasta","new_genomes/Msam_YS158.v1.cds.fasta","new_genomes/Pero_YS156.v1.cds.fasta","new_genomes/Plobssplob_YS90.hap1.v1.cds.fasta","new_genomes/Plun_YS103.v1.cds.fasta","new_genomes/Pmon_YS87.hap1.v1.cds.fasta","new_genomes/Pmonvarlob_YS172.hap1.v1.cds.fasta","new_genomes/Ptet_YS159.v1.cds.fasta","new_genomes/Rmin_YS79.v1.cds.fasta","new_genomes/Shelov_YS99.v1.cds.fasta","new_genomes/Smacrob_YS261.v1.cds.fasta","new_genomes/Tlab_YS204.v1.cds.fasta","new_genomes/Tunci_YS212.v1.cds.fasta","new_genomes/Vvexilla_YS115.hap1.v1.cds.fasta","Pvul218cds.fa","TAIR10cds.fa","Vung469cds.fa"
"Isuf_YS112.v1.contig_6780_pilon.g266990.t1","1.173","1.511","1.657","0.232","1.610","1.530","1.520","1.821","1.529","0.232","1.634","1.529","1.856","1.835","1.871","","1.511","1.852","1.644","1.736","1.616","1.736","1.537","1.604","1.603","1.655","1.637","2.153","1.728","1.602","1.837","1.519","1.653","2.144","1.589","1.703","1.616","2.246","1.717"
"Vvexilla_YS115.hap1.v1.h1tg000008l.g140850.t1","1.964","2.071","2.147","0.818","2.171","1.422","1.412","2.099","1.421","0.818","0.545","1.421","2.134","2.113","2.149","0.839","0.858","2.130","0.271","2.157","0.320","2.155","0.659","1.007","0.659","0.655","0.271","2.430","2.157","1.013","0.545","2.080","2.100","2.422","0.461","","0.233","2.524","0.089"
"Vigun04g065400","1.980","2.087","2.163","0.834","2.187","1.438","1.427","2.114","1.436","0.834","0.560","1.436","2.150","2.129","2.165","0.855","0.873","2.146","0.286","2.172","0.336","2.171","0.674","1.023","0.675","0.670","0.286","2.446","2.172","1.029","0.560","2.095","2.116","2.438","0.477","0.089","0.248","2.539",""
"Vigun04g066400","1.995","2.103","2.179","0.850","2.203","1.453","1.443","2.130","1.452","0.850","0.576","1.452","2.166","2.144","2.180","0.871","0.889","2.161","0.302","2.188","0.352","2.187","0.690","1.039","0.691","0.686","0.302","2.462","2.188","1.044","0.576","2.111","2.131","2.453","0.493","0.209","0.264","2.555",""
"Vigun04g066200","1.955","2.063","2.139","0.810","2.163","1.414","1.403","2.090","1.412","0.810","0.536","1.412","2.126","2.104","2.140","0.831","0.849","2.121","0.262","2.148","0.312","2.147","0.650","0.999","0.651","0.646","0.262","2.422","2.148","1.005","0.536","2.071","2.092","2.414","0.453","0.207","0.224","2.515",""
"Phvul.004G044800","1.937","2.045","2.121","0.792","2.145","1.395","1.385","2.072","1.394","0.792","0.518","1.394","2.108","2.086","2.122","0.813","0.831","2.103","0.244","2.130","0.294","2.129","0.632","0.981","0.633","0.628","0.244","2.404","2.130","0.987","0.518","2.053","2.073","2.395","0.435","0.233","","2.497","0.224"
"Phvul.004G044900","1.952","2.059","2.135","0.806","2.159","1.410","1.400","2.087","1.409","0.806","0.533","1.409","2.122","2.101","2.137","0.827","0.845","2.118","0.259","2.145","0.308","2.143","0.647","0.995","0.647","0.642","0.259","2.418","2.145","1.001","0.533","2.068","2.088","2.410","0.449","0.247","","2.511","0.239"
"Plun_YS103.v1.contig_1306_pilon.g084670.t1","1.900","2.007","2.083","0.754","2.107","1.358","1.347","2.034","1.357","0.754","0.480","1.357","2.070","2.049","2.085","0.775","0.793","2.066","0.000","2.092","0.256","2.091","0.594","0.943","0.595","0.590","","2.366","2.092","0.949","0.480","2.015","2.036","2.358","0.397","0.271","0.244","2.459","0.262"
"Lpur_YS149.v1.contig_1564_pilon.g093440.t1","1.900","2.007","2.083","0.754","2.107","1.358","1.347","2.034","1.357","0.754","0.480","1.357","2.070","2.049","2.085","0.775","0.793","2.066","","2.092","0.256","2.091","0.594","0.943","0.595","0.590","0.000","2.366","2.092","0.949","0.480","2.015","2.036","2.358","0.397","0.271","0.244","2.459","0.262"
"Maxil_YS73.v1.contig_11_pilon.g003630.t1","1.888","1.995","2.071","0.742","2.095","1.346","1.336","2.023","1.345","0.742","0.469","1.345","2.058","2.037","2.073","0.763","0.782","2.054","0.256","2.081","","2.079","0.583","0.931","0.583","0.578","0.256","2.354","2.081","0.937","0.469","2.004","2.024","2.346","0.385","0.320","0.294","2.448","0.312"
"Tunci_YS212.v1.contig_168_pilon.g086610.t1","1.831","1.938","2.014","0.685","2.038","1.289","1.278","1.965","1.287","0.685","0.411","1.287","2.001","1.980","2.016","0.706","0.724","1.997","0.397","2.023","0.385","2.022","0.525","0.874","0.526","0.521","0.397","2.297","2.023","0.880","0.411","1.946","1.967","2.289","","0.461","0.435","2.390","0.453"
"Rmin_YS79.v1.contig_51_pilon.g214790.t1","1.856","1.963","2.039","0.710","2.063","1.314","1.304","1.990","1.313","0.710","0.000","1.313","2.026","2.005","2.041","0.731","0.749","2.022","0.480","2.048","0.469","2.047","0.550","0.899","0.551","0.546","0.480","2.322","2.048","0.905","","1.971","1.992","2.314","0.411","0.545","0.518","2.415","0.536"
"Duni_YS76.v1.contig_118_pilon.g040400.t1","1.856","1.963","2.039","0.710","2.063","1.314","1.304","1.990","1.313","0.710","","1.313","2.026","2.005","2.041","0.731","0.749","2.022","0.480","2.048","0.469","2.047","0.550","0.899","0.551","0.546","0.480","2.322","2.048","0.905","0.000","1.971","1.992","2.314","0.411","0.545","0.518","2.415","0.536"
"Plobssplob_YS90.hap1.v1.h1tg000006l.g134120.t1","1.774","1.881","1.958","0.629","1.981","1.232","1.222","1.909","1.231","0.628","0.265","1.231","1.944","1.923","1.959","0.649","0.668","1.940","0.614","1.967","0.473","1.965","0.423","0.743","0.424","","0.614","2.240","1.967","0.749","0.570","1.890","1.910","2.232","0.545","0.678","0.652","2.334","0.670"
"Duni_YS76.v1.contig_118_pilon.g040410.t1","1.833","1.940","2.016","0.687","2.040","1.291","1.281","1.968","1.290","0.687","","1.290","2.003","1.982","2.018","0.708","0.727","1.999","0.673","2.026","0.532","2.024","0.482","0.802","0.483","0.265","0.673","2.299","2.026","0.807","0.629","1.949","1.969","2.291","0.604","0.737","0.710","2.393","0.728"
"Maxil_YS73.v1.contig_154_pilon.g049500.t1","1.866","1.973","2.049","0.720","2.073","1.324","1.314","2.001","1.323","0.720","0.532","1.323","2.036","2.015","2.051","0.741","0.759","2.032","0.705","2.058","","2.057","0.515","0.834","0.515","0.473","0.705","2.332","2.058","0.840","0.661","1.981","2.002","2.324","0.636","0.770","0.743","2.425","0.761"
"Ptet_YS159.v1.contig_221_pilon.g024310.t1","2.109","2.216","2.292","0.964","2.316","1.567","1.557","2.244","1.566","0.963","0.807","1.566","2.279","2.258","2.294","0.984","1.003","2.275","0.949","2.302","0.840","2.300","0.758","0.011","0.759","0.705","0.949","2.575","2.302","","0.905","2.225","2.245","2.567","0.880","1.013","0.987","2.669","1.005"
"Msam_YS158.v1.contig_717.g160080.t1","2.103","2.211","2.287","0.958","2.311","1.561","1.551","2.238","1.560","0.958","0.802","1.560","2.274","2.252","2.288","0.979","0.997","2.269","0.943","2.296","0.834","2.295","0.752","","0.753","0.700","0.943","2.570","2.296","0.011","0.899","2.219","2.239","2.561","0.874","1.007","0.981","2.663","0.999"
"Plobssplob_YS90.hap1.v1.h1tg000006l.g134180.t1","1.787","1.894","1.970","0.641","1.994","1.245","1.235","1.922","1.244","0.641","0.485","1.244","1.957","1.936","1.972","0.662","0.681","1.953","0.627","1.980","0.518","1.978","0.436","0.700","0.437","","0.627","2.253","1.980","0.705","0.583","1.903","1.923","2.245","0.558","0.691","0.664","2.347","0.683"
"Plobssplob_YS90.hap1.v1.h1tg000006l.g134190.t1","1.750","1.858","1.934","0.605","1.958","1.208","1.198","1.885","1.207","0.605","0.478","1.207","1.921","1.899","1.935","0.626","0.644","1.916","0.590","1.943","0.511","1.942","0.368","0.748","0.041","","0.590","2.217","1.943","0.754","0.546","1.866","1.887","2.209","0.521","0.655","0.628","2.310","0.646"
"Pero_YS156.v1.contig_953_pilon.g407800.t1","1.755","1.863","1.939","0.610","1.963","1.213","1.203","1.890","1.212","0.609","0.483","1.212","1.925","1.904","1.940","0.631","0.649","1.921","0.595","1.948","0.515","1.947","0.373","0.753","","0.041","0.595","2.222","1.948","0.759","0.551","1.871","1.891","2.213","0.526","0.659","0.633","2.315","0.651"
"Pero_YS156.v1.contig_1033_pilon.g065100.t1","1.762","1.869","1.945","0.616","1.969","1.220","1.210","1.897","1.219","0.616","0.489","1.219","1.932","1.911","1.947","0.637","0.655","1.928","0.602","1.955","0.522","1.953","0.379","0.760","","0.320","0.602","2.228","1.955","0.765","0.558","1.878","1.898","2.220","0.533","0.666","0.639","2.322","0.657"
"Mpru_YS155.v1.contig_23_pilon.g200950.t1","1.760","1.868","1.944","0.615","1.968","1.219","1.208","1.895","1.217","0.615","0.488","1.217","1.931","1.909","1.945","0.636","0.654","1.926","0.600","1.953","0.521","1.952","","0.758","0.378","0.374","0.600","2.227","1.953","0.764","0.556","1.876","1.897","2.219","0.531","0.665","0.638","2.320","0.656"
"Mpru_YS155.v1.contig_23_pilon.g200970.t1","1.755","1.862","1.938","0.609","1.962","1.213","1.203","1.890","1.212","0.609","0.482","1.212","1.925","1.904","1.940","0.630","0.648","1.921","0.594","1.947","0.515","1.946","","0.752","0.373","0.368","0.594","2.221","1.947","0.758","0.550","1.870","1.891","2.213","0.525","0.659","0.632","2.314","0.650"
"Itin_YS146.v1.contig_102_pilon.g004600.t1","1.775","1.882","1.958","0.097","1.982","1.233","1.223","1.910","1.232","0.097","0.727","1.232","1.945","1.924","1.960","0.019","","1.941","0.793","1.968","0.759","1.966","0.648","0.997","0.649","0.644","0.793","2.241","1.968","1.003","0.749","1.891","1.911","2.233","0.724","0.858","0.831","2.335","0.849"
"Isuf_YS112.v1.contig_2103_pilon.g029840.t1","1.780","1.888","1.964","0.102","1.988","1.238","1.228","1.915","1.237","0.102","0.732","1.237","1.951","1.929","1.965","","0.019","1.946","0.798","1.973","0.764","1.972","0.654","1.002","0.654","0.649","0.798","2.247","1.973","1.008","0.754","1.896","1.916","2.238","0.729","0.863","0.836","2.340","0.854"
"Ctet_YS88.v1.contig_169_pilon.g037960.t1","1.779","1.886","1.962","0.000","1.986","1.237","1.227","1.914","1.236","","0.730","1.236","1.949","1.928","1.964","0.102","0.097","1.945","0.797","1.972","0.763","1.970","0.652","1.001","0.653","0.648","0.797","2.245","1.972","1.006","0.753","1.895","1.915","2.237","0.728","0.861","0.835","2.338","0.853"
"Ccajan.v1.contig_1206_pilon.g076460.t1","1.779","1.886","1.962","","1.986","1.237","1.227","1.914","1.236","0.000","0.730","1.236","1.949","1.928","1.964","0.102","0.097","1.945","0.797","1.972","0.763","1.970","0.652","1.001","0.653","0.648","0.797","2.245","1.972","1.006","0.753","1.895","1.915","2.237","0.728","0.861","0.835","2.338","0.853"
"Isuf_YS112.v1.contig_2103_pilon.g029900.t1","1.757","1.864","1.940","0.420","1.964","1.215","1.205","1.892","1.214","0.420","0.708","1.214","1.927","1.906","1.942","","0.416","1.923","0.775","1.950","0.741","1.948","0.630","0.979","0.631","0.626","0.775","2.223","1.950","0.984","0.731","1.872","1.893","2.215","0.706","0.839","0.813","2.316","0.831"
"Ctet_YS88.v1.contig_191_pilon.g072170.t1","1.800","1.907","1.983","0.006","2.007","1.258","1.247","1.934","1.256","","0.751","1.256","1.970","1.949","1.985","0.492","0.510","1.966","0.818","1.992","0.784","1.991","0.673","1.021","0.673","0.668","0.818","2.266","1.992","1.027","0.774","1.915","1.936","2.258","0.749","0.882","0.855","2.359","0.873"
"Ccajan.v1.contig_1080_pilon.g028170.t1","1.801","1.909","1.985","","2.009","1.260","1.249","1.936","1.258","0.006","0.753","1.258","1.972","1.950","1.986","0.494","0.512","1.967","0.820","1.994","0.786","1.993","0.675","1.023","0.675","0.670","0.820","2.268","1.994","1.029","0.776","1.917","1.938","2.260","0.750","0.884","0.857","2.361","0.875"
"Ctet_YS88.v1.contig_191_pilon.g072160.t1","1.736","1.843","1.919","0.005","1.943","1.194","1.184","1.871","1.193","","0.687","1.193","1.906","1.885","1.921","0.526","0.544","1.902","0.754","1.928","0.720","1.927","0.609","0.958","0.609","0.605","0.754","2.202","1.928","0.963","0.710","1.851","1.872","2.194","0.685","0.818","0.792","2.295","0.810"
"Ccajan.v1.contig_1080_pilon.g028180.t1","1.736","1.843","1.919","","1.943","1.194","1.184","1.871","1.193","0.005","0.687","1.193","1.906","1.885","1.921","0.526","0.545","1.902","0.754","1.929","0.720","1.927","0.609","0.958","0.610","0.605","0.754","2.202","1.929","0.964","0.710","1.852","1.872","2.194","0.685","0.818","0.792","2.296","0.810"
"Plun_YS103.v1.contig_1338_pilon.g095600.t1","1.648","1.756","1.832","1.301","1.856","0.313","0.277","1.783","0.312","1.300","1.398","0.312","1.819","1.797","1.833","0.363","0.364","1.814","0.018","1.841","1.430","1.840","0.225","1.668","1.320","1.315","","2.115","1.841","1.674","1.420","1.764","1.784","2.107","0.247","1.529","0.144","2.208","1.520"
"Lpur_YS149.v1.contig_16_pilon.g139760.t1","1.656","1.763","1.839","1.308","1.863","0.321","0.285","1.791","0.319","1.308","1.405","0.319","1.826","1.805","1.841","0.371","0.372","1.822","","1.849","1.438","1.847","0.232","1.676","1.328","1.323","0.018","2.122","1.849","1.681","1.428","1.772","1.792","2.114","0.255","1.536","0.152","2.216","1.528"
"Phvul.005G007200","1.628","1.735","1.811","1.280","1.835","0.292","0.257","1.763","0.291","1.280","1.377","0.291","1.798","1.777","1.813","0.342","0.343","1.794","0.152","1.820","1.410","1.819","0.204","1.647","1.299","1.295","0.144","2.094","1.820","1.653","1.400","1.743","1.764","2.086","0.227","1.508","","2.187","1.500"
"Tunci_YS212.v1.contig_41_pilon.g378120.t1","1.600","1.708","1.784","1.253","1.808","0.265","0.229","1.735","0.264","1.252","1.350","0.264","1.771","1.749","1.785","0.315","0.316","1.766","0.255","1.793","1.382","1.792","0.177","1.620","1.272","1.267","0.247","2.067","1.793","1.626","1.372","1.716","1.737","2.059","","1.481","0.227","2.160","1.472"
"Mpru_YS155.v1.contig_113_pilon.g004040.t1","1.549","1.657","1.733","1.201","1.756","0.214","0.178","1.684","0.213","1.201","1.298","0.213","1.719","1.698","1.734","0.264","0.265","1.715","0.232","1.742","1.331","1.740","","1.569","1.221","1.216","0.225","2.015","1.742","1.575","1.321","1.665","1.685","2.007","0.177","1.430","0.204","2.109","1.421"
"Cmolle_YS235.v1.contig_890_pilon.g268070.t1","1.532","1.639","1.715","1.184","1.739","0.196","","1.666","0.195","1.184","1.281","0.195","1.702","1.681","1.717","0.246","0.247","1.698","0.285","1.724","1.314","1.723","0.178","1.551","1.203","1.198","0.277","1.998","1.724","1.557","1.304","1.647","1.668","1.990","0.229","1.412","0.257","2.091","1.403"
"Eind_YS44.hap1.v1.h1tg000031l.g243110.t1","1.541","1.648","1.724","1.193","1.748","0.014","0.195","1.675","0.000","1.193","1.290","","1.711","1.690","1.726","0.255","0.256","1.707","0.319","1.733","1.323","1.732","0.213","1.560","1.212","1.207","0.312","2.007","1.733","1.566","1.313","1.656","1.677","1.999","0.264","1.421","0.291","2.100","1.412"
"Cros_YS43.v1.contig_451_pilon.g199500.t1","1.541","1.648","1.724","1.193","1.748","0.014","0.195","1.675","","1.193","1.290","0.000","1.711","1.690","1.726","0.255","0.256","1.707","0.319","1.733","1.323","1.732","0.213","1.560","1.212","1.207","0.312","2.007","1.733","1.566","1.313","1.656","1.677","1.999","0.264","1.421","0.291","2.100","1.412"
"Cens_YS85.v1.contig_453_pilon.g169710.t1","1.542","1.649","1.725","1.194","1.749","","0.196","1.677","0.014","1.194","1.291","0.014","1.712","1.691","1.727","0.256","0.257","1.708","0.321","1.734","1.324","1.733","0.214","1.561","1.213","1.208","0.313","2.008","1.734","1.567","1.314","1.657","1.678","2.000","0.265","1.422","0.292","2.101","1.414"
"Itin_YS146.v1.contig_199_pilon.g118160.t1","1.523","1.631","1.707","1.176","1.731","0.257","0.247","1.658","0.256","1.175","1.273","0.256","1.693","1.672","1.708","0.025","","1.689","0.372","1.716","1.305","1.715","0.265","1.543","1.195","1.190","0.364","1.990","1.716","1.549","1.295","1.639","1.659","1.981","0.316","1.404","0.343","2.083","1.395"
"Isuf_YS112.v1.contig_7393_pilon.g271330.t1","1.522","1.630","1.706","1.174","1.729","0.256","0.246","1.657","0.255","1.174","1.271","0.255","1.692","1.671","1.707","","0.025","1.688","0.371","1.715","1.304","1.713","0.264","1.542","1.194","1.189","0.363","1.988","1.715","1.548","1.294","1.638","1.658","1.980","0.315","1.403","0.342","2.082","1.394"
"Vvexilla_YS115.hap1.v1.h1tg000015l.g234460.t1","2.096","2.124","0.434","0.712","2.206","0.777","2.161","2.279","2.171","0.712","2.263","2.171","0.545","2.294","2.330","1.203","1.282","2.311","0.675","1.638","0.295","2.327","2.179","0.489","0.411","0.431","0.672","2.611","2.171","0.484","2.291","1.609","0.416","2.603","0.571","","1.620","2.329","0.128"
"Vvexilla_YS115.hap1.v1.h1tg000015l.g234470.t1","2.092","2.120","0.430","0.708","2.202","0.774","2.158","2.276","2.167","0.708","2.260","2.167","0.542","2.290","2.326","1.199","1.278","2.307","0.671","1.635","0.292","2.323","2.175","0.485","0.407","0.427","0.669","2.607","2.167","0.480","2.287","1.606","0.412","2.599","0.568","","1.616","2.325","0.124"
"Vigun07g055700","2.057","2.085","0.395","0.673","2.167","0.739","2.123","2.241","2.132","0.673","2.225","2.132","0.506","2.255","2.291","1.164","1.243","2.272","0.636","1.600","0.257","2.288","2.140","0.450","0.372","0.392","0.634","2.572","2.132","0.445","2.252","1.571","0.377","2.564","0.533","0.124","1.581","2.290",""
"Vigun05g165300","2.060","2.088","0.398","0.676","2.169","0.741","2.125","2.243","2.134","0.676","2.227","2.134","0.509","2.257","2.293","1.167","1.246","2.274","0.639","1.602","0.259","2.290","2.143","0.453","0.375","0.394","0.636","2.575","2.135","0.447","2.255","1.573","0.380","2.567","0.535","0.145","1.584","2.293",""
"Vigun05g165400","2.052","2.080","0.390","0.668","2.162","0.734","2.118","2.236","2.127","0.668","2.220","2.127","0.501","2.250","2.286","1.159","1.238","2.267","0.631","1.595","0.252","2.283","2.135","0.445","0.367","0.387","0.629","2.567","2.127","0.440","2.247","1.566","0.372","2.559","0.528","0.181","1.576","2.285",""
"Maxil_YS73.v1.contig_322_pilon.g232140.t1","1.964","1.991","0.301","0.579","2.073","0.645","2.029","2.147","2.038","0.579","2.131","2.038","0.413","2.161","2.197","1.070","1.149","2.178","0.542","1.506","","2.194","2.046","0.356","0.278","0.298","0.540","2.478","2.038","0.351","2.158","1.477","0.283","2.470","0.439","0.292","1.487","2.196","0.252"
"Maxil_YS73.v1.contig_322_pilon.g232130.t1","2.023","2.051","0.361","0.639","2.133","0.704","2.088","2.206","2.097","0.639","2.190","2.097","0.472","2.221","2.257","1.130","1.209","2.237","0.602","1.565","","2.254","2.106","0.416","0.338","0.357","0.599","2.538","2.098","0.410","2.218","1.536","0.343","2.530","0.498","0.351","1.547","2.256","0.311"
"Smacrob_YS261.v1.contig_3957_pilon.g149530.t1","1.996","2.024","0.334","0.612","2.106","0.677","2.062","2.179","2.071","0.612","2.163","2.071","0.445","2.194","2.230","1.103","1.182","2.211","0.575","1.539","0.283","2.227","2.079","0.389","0.311","0.331","0.572","2.511","2.071","0.384","2.191","1.509","","2.503","0.472","0.412","1.520","2.229","0.372"
"Smacrob_YS261.v1.contig_3957_pilon.g149510.t1","2.005","2.032","0.342","0.620","2.114","0.686","2.070","2.188","2.079","0.620","2.172","2.079","0.454","2.202","2.238","1.111","1.190","2.219","0.583","1.547","0.292","2.235","2.087","0.397","0.319","0.339","0.581","2.519","2.079","0.392","2.199","1.518","","2.511","0.480","0.421","1.528","2.237","0.380"
"Ptet_YS159.v1.contig_530_pilon.g227270.t1","2.006","2.034","0.344","0.622","2.116","0.687","2.071","2.189","2.080","0.622","2.173","2.080","0.455","2.204","2.240","1.113","1.192","2.220","0.585","1.548","0.353","2.237","2.089","0.336","0.013","0.306","0.582","2.521","2.081","","2.201","1.519","0.386","2.513","0.481","0.482","1.530","2.239","0.442"
"Pero_YS156.v1.contig_4661_pilon.g285160.t1","2.003","2.031","0.341","0.619","2.112","0.684","2.068","2.186","2.077","0.619","2.170","2.077","0.452","2.200","2.236","1.110","1.189","2.217","0.581","1.545","0.350","2.233","2.086","0.333","","0.303","0.579","2.518","2.078","0.013","2.198","1.516","0.383","2.510","0.478","0.479","1.527","2.235","0.439"
"Ptet_YS159.v1.contig_530_pilon.g227280.t1","2.004","2.031","0.341","0.620","2.113","0.685","2.069","2.187","2.078","0.620","2.171","2.078","0.453","2.201","2.237","1.110","1.189","2.218","0.582","1.546","0.351","2.234","2.087","0.333","0.124","0.304","0.580","2.518","2.079","","2.199","1.517","0.384","2.510","0.479","0.480","1.528","2.236","0.440"
"Ptet_YS159.v1.contig_530_pilon.g227250.t1","2.009","2.037","0.346","0.625","2.118","0.690","2.074","2.192","2.083","0.625","2.176","2.083","0.458","2.206","2.242","1.115","1.195","2.223","0.587","1.551","0.356","2.239","2.092","0.000","0.289","0.309","0.585","2.523","2.084","","2.204","1.522","0.389","2.515","0.484","0.485","1.533","2.241","0.445"
"Msam_YS158.v1.contig_408.g109810.t1","2.009","2.037","0.346","0.625","2.118","0.690","2.074","2.192","2.083","0.625","2.176","2.083","0.458","2.206","2.242","1.115","1.195","2.223","0.587","1.551","0.356","2.239","2.092","","0.289","0.309","0.585","2.523","2.084","0.000","2.204","1.522","0.389","2.515","0.484","0.485","1.533","2.241","0.445"
